"No.","Time","Source","Destination","Protocol","Length","Info"
"136","8.499827","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=202 Ack=205 Win=1027 Len=0"
"150","11.459599","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=205 Ack=202 Win=1185 Len=1392 [TCP segment of a reassembled PDU]"
"151","11.459599","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","195","Application Data"
"152","11.459619","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=202 Ack=1718 Win=1027 Len=0"
"153","11.462655","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=1718 Ack=202 Win=1185 Len=1392 [TCP segment of a reassembled PDU]"
"154","11.462655","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","1466","Application Data"
"155","11.462666","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=202 Ack=4502 Win=1027 Len=0"
"156","11.463363","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","648","Application Data"
"157","11.518038","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=202 Ack=5076 Win=1025 Len=0"
"160","11.619261","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","148","Application Data"
"161","11.651827","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"162","11.654517","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","180","Application Data"
"184","11.697944","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=5076 Ack=276 Win=1185 Len=0"
"195","11.729496","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=5076 Ack=370 Win=1185 Len=0"
"197","11.734830","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=5076 Ack=476 Win=1185 Len=0"
"200","11.793907","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","1078","Application Data"
"203","11.829507","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","167","Application Data"
"204","11.829598","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=476 Ack=6173 Win=1027 Len=0"
"617","22.259831","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","[TCP ACKed unseen segment] 443  >  63153 [ACK] Seq=6173 Ack=3260 Win=1207 Len=0"
"618","22.259831","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=6173 Ack=3388 Win=1207 Len=0"
"619","22.445254","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","188","Application Data"
"620","22.492510","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","[TCP Previous segment not captured] 63153  >  443 [ACK] Seq=3388 Ack=6287 Win=1027 Len=0"
"622","22.862251","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","172","[TCP ACKed unseen segment] , Application Data"
"623","22.864556","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"624","22.898524","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"625","22.904753","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","172","Application Data"
"626","22.943701","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=6485 Ack=3484 Win=1207 Len=0"
"627","22.984417","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=6485 Ack=3582 Win=1207 Len=0"
"630","23.342281","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","171","Application Data"
"631","23.344108","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"632","23.425212","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=6582 Ack=3678 Win=1207 Len=0"
"664","31.271799","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=6582 Ack=3678 Win=1207 Len=1392 [TCP segment of a reassembled PDU]"
"665","31.271799","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","195","Application Data"
"666","31.271841","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=3678 Ack=8095 Win=1027 Len=0"
"667","31.274833","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=8095 Ack=3678 Win=1207 Len=1392 [TCP segment of a reassembled PDU]"
"668","31.275512","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","1466","Application Data"
"669","31.275522","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=3678 Ack=10879 Win=1027 Len=0"
"670","31.276261","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","648","Application Data"
"671","31.323075","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=3678 Ack=11453 Win=1025 Len=0"
"672","31.358833","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"673","31.384382","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","180","Application Data"
"674","31.437868","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11453 Ack=3772 Win=1207 Len=0"
"675","31.463659","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11453 Ack=3878 Win=1207 Len=0"
"676","31.557807","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","167","Application Data"
"677","31.603245","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=3878 Ack=11546 Win=1025 Len=0"
"731","41.482857","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","[TCP ACKed unseen segment] 443  >  63153 [ACK] Seq=11546 Ack=6662 Win=1229 Len=0"
"732","41.482857","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11546 Ack=6790 Win=1229 Len=0"
"733","41.619727","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","188","Application Data"
"734","41.669918","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","[TCP Previous segment not captured] 63153  >  443 [ACK] Seq=6790 Ack=11660 Win=1024 Len=0"
"735","41.972086","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","172","[TCP ACKed unseen segment] , Application Data"
"736","41.974181","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"737","42.005909","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"738","42.011683","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","172","Application Data"
"739","42.052855","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11858 Ack=6886 Win=1229 Len=0"
"741","42.090569","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11858 Ack=6984 Win=1229 Len=0"
"743","42.484348","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","171","Application Data"
"744","42.486532","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"745","42.565162","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=11955 Ack=7080 Win=1229 Len=0"
"829","47.906879","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"830","47.908585","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","173","Application Data"
"831","47.956808","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"832","47.958524","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","173","Application Data"
"833","47.986865","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=12155 Ack=7179 Win=1229 Len=0"
"864","48.036787","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=12155 Ack=7278 Win=1229 Len=0"
"904","50.898550","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","151","Application Data"
"905","50.952631","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7278 Ack=12232 Win=1022 Len=0"
"907","51.444738","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=12232 Ack=7278 Win=1229 Len=1392 [TCP segment of a reassembled PDU]"
"908","51.444738","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","195","Application Data"
"909","51.444762","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7278 Ack=13745 Win=1027 Len=0"
"910","51.449363","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=13745 Ack=7278 Win=1229 Len=1392 [TCP segment of a reassembled PDU]"
"911","51.449363","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","1466","Application Data"
"912","51.449374","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7278 Ack=16529 Win=1027 Len=0"
"913","51.450145","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","632","Application Data"
"914","51.493622","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7278 Ack=17087 Win=1025 Len=0"
"915","51.558412","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"916","51.613650","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","180","Application Data"
"917","51.638346","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=17087 Ack=7372 Win=1229 Len=0"
"918","51.693164","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=17087 Ack=7478 Win=1229 Len=0"
"919","51.787736","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","167","Application Data"
"921","51.839537","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7478 Ack=17180 Win=1025 Len=0"
"928","52.270931","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=17180 Ack=7478 Win=1229 Len=1392 [TCP segment of a reassembled PDU]"
"929","52.270931","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","195","Application Data"
"930","52.270952","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7478 Ack=18693 Win=1027 Len=0"
"931","52.275401","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","1466","443  >  63153 [ACK] Seq=18693 Ack=7478 Win=1229 Len=1392 [TCP segment of a reassembled PDU]"
"932","52.275426","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","1466","Application Data"
"933","52.275435","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7478 Ack=21477 Win=1027 Len=0"
"934","52.276258","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","632","Application Data"
"937","52.321249","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7478 Ack=22035 Win=1025 Len=0"
"938","52.344095","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","168","Application Data"
"939","52.363234","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","180","Application Data"
"940","52.423083","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22035 Ack=7572 Win=1229 Len=0"
"943","52.442405","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22035 Ack=7678 Win=1229 Len=0"
"946","52.542366","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","167","Application Data"
"948","52.585870","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7678 Ack=22128 Win=1025 Len=0"
"987","55.247126","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","151","Application Data"
"988","55.293583","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=7678 Ack=22205 Win=1024 Len=0"
"1048","61.069093","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","[TCP ACKed unseen segment] 443  >  63153 [ACK] Seq=22205 Ack=10462 Win=1250 Len=0"
"1049","61.069093","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22205 Ack=10590 Win=1250 Len=0"
"1050","61.249655","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","188","Application Data"
"1051","61.297482","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","[TCP Previous segment not captured] 63153  >  443 [ACK] Seq=10590 Ack=22319 Win=1024 Len=0"
"1053","61.513489","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","172","[TCP ACKed unseen segment] , Application Data"
"1054","61.548130","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"1055","61.548153","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","[TCP Previous segment not captured] 63153  >  443 [ACK] Seq=13502 Ack=22517 Win=1023 Len=0"
"1056","61.553802","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","[TCP ACKed unseen segment] 443  >  63153 [ACK] Seq=22517 Ack=13374 Win=1272 Len=0"
"1057","61.553802","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22517 Ack=13502 Win=1272 Len=0"
"1066","61.650347","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","[TCP ACKed unseen segment] 443  >  63153 [ACK] Seq=22517 Ack=16286 Win=1294 Len=0"
"1067","61.650347","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22517 Ack=16726 Win=1305 Len=0"
"1078","61.695792","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","188","Application Data"
"1080","61.709860","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","[TCP Previous segment not captured] , Application Data"
"1081","61.709948","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","172","Application Data"
"1095","61.745777","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","137","[TCP ACKed unseen segment] , Application Data"
"1100","61.788003","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22694 Ack=16822 Win=1305 Len=0"
"1101","61.788212","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","86","64030  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1102","61.789681","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  63153 [ACK] Seq=22694 Ack=16920 Win=1305 Len=0"
"1103","61.794742","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=16920 Ack=22694 Win=1022 Len=0"
"1110","61.873074","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","86","443  >  64030 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"1111","61.873129","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","64030  >  443 [ACK] Seq=1 Ack=1 Win=262912 Len=0"
"1113","61.881407","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","591","Client Hello"
"1123","61.929564","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","86","64031  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1124","61.929711","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","86","64032  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"1127","61.955683","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","172","Application Data"
"1128","61.956467","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","74","443  >  64030 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"1129","61.956467","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.3","286","Server Hello, Change Cipher Spec, Application Data"
"1130","61.956810","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","138","Change Cipher Spec, Application Data"
"1131","61.957053","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","172","Application Data"
"1132","61.957547","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","567","Application Data"
"1133","61.957647","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","1050","Application Data"
"1134","61.957762","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","196","Application Data"
"1135","61.957823","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.3","1050","Application Data"
"1136","61.958549","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","170","Application Data"
"1137","61.981970","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TLSv1.2","174","Application Data"
"1138","61.981993","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TCP","74","63153  >  443 [ACK] Seq=17016 Ack=22892 Win=1027 Len=0"
"1139","61.986066","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","2a03:2880:f258:c8:face:b00c:0:167","TLSv1.2","172","Application Data"
"1140","62.007298","2a03:2880:f258:c8:face:b00c:0:167","2a00:a041:3b1d:ce00:a1e5:af73:6ded:393e","TCP","86","443  >  64031 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
