"No.","Time","Source","Destination","Protocol","Length","Info"
"545","22.689545","192.168.1.174","157.240.252.60","TCP","66","59818  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"553","22.749342","157.240.252.60","192.168.1.174","TCP","66","443  >  59818 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"554","22.749486","192.168.1.174","157.240.252.60","TCP","54","59818  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"555","22.750018","192.168.1.174","157.240.252.60","TLSv1.3","571","Client Hello"
"558","22.810655","157.240.252.60","192.168.1.174","TCP","60","443  >  59818 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"559","22.810655","157.240.252.60","192.168.1.174","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"560","22.814096","192.168.1.174","157.240.252.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"561","22.814406","192.168.1.174","157.240.252.60","TLSv1.3","152","Application Data"
"562","22.814657","192.168.1.174","157.240.252.60","TLSv1.3","583","Application Data"
"563","22.814715","192.168.1.174","157.240.252.60","TLSv1.3","707","Application Data"
"564","22.873623","157.240.252.60","192.168.1.174","TCP","60","443  >  59818 [ACK] Seq=213 Ack=680 Win=66816 Len=0"
"565","22.873623","157.240.252.60","192.168.1.174","TCP","60","443  >  59818 [ACK] Seq=213 Ack=1862 Win=69120 Len=0"
"566","22.874290","157.240.252.60","192.168.1.174","TLSv1.3","225","Application Data"
"567","22.874442","157.240.252.60","192.168.1.174","TLSv1.3","128","Application Data"
"568","22.874442","157.240.252.60","192.168.1.174","TLSv1.3","98","Application Data"
"569","22.874469","192.168.1.174","157.240.252.60","TCP","54","59818  >  443 [ACK] Seq=1862 Ack=502 Win=131584 Len=0"
"570","22.874646","192.168.1.174","157.240.252.60","TLSv1.3","85","Application Data"
"571","23.005253","157.240.252.60","192.168.1.174","TCP","60","443  >  59818 [ACK] Seq=502 Ack=1893 Win=69120 Len=0"
"572","23.005253","157.240.252.60","192.168.1.174","TLSv1.3","629","Application Data"
"573","23.053671","192.168.1.174","157.240.252.60","TCP","54","59818  >  443 [ACK] Seq=1893 Ack=1077 Win=131072 Len=0"
"574","23.721947","2a03:2880:f277:cc:face:b00c:0:167","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1466","[TCP Retransmission] 443  >  52044 [ACK] Seq=876 Ack=22251 Win=1788 Len=1392"
"595","27.948364","192.168.1.174","20.199.120.151","TLSv1.2","155","Application Data"
"616","28.006465","20.199.120.151","192.168.1.174","TLSv1.2","225","Application Data"
"635","28.051822","192.168.1.174","20.199.120.151","TCP","54","49421  >  443 [ACK] Seq=203 Ack=343 Win=512 Len=0"
"773","29.130030","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","86","59823  >  443 [SYN] Seq=0 Win=64400 Len=0 MSS=1400 WS=256 SACK_PERM"
"774","29.134800","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","86","443  >  59823 [SYN, ACK] Seq=0 Ack=1 Win=64800 Len=0 MSS=1400 SACK_PERM WS=128"
"775","29.134878","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"776","29.136937","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","280","Client Hello"
"777","29.138991","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","74","443  >  59823 [ACK] Seq=1 Ack=207 Win=64640 Len=0"
"778","29.190227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1474","Server Hello"
"779","29.190227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [PSH, ACK] Seq=1401 Ack=207 Win=64640 Len=1400 [TCP segment of a reassembled PDU]"
"780","29.190227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1016","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"781","29.190318","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=207 Ack=3743 Win=131584 Len=0"
"782","29.195665","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","200","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"783","29.197973","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","74","443  >  59823 [ACK] Seq=3743 Ack=333 Win=64640 Len=0"
"784","29.197973","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","348","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"788","29.219451","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","254","Application Data"
"789","29.221907","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","74","443  >  59823 [ACK] Seq=4017 Ack=513 Win=64512 Len=0"
"790","29.222619","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=4017 Ack=513 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"791","29.223024","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=5417 Ack=513 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"792","29.223070","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=513 Ack=6817 Win=131584 Len=0"
"793","29.224505","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=6817 Ack=513 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"794","29.224505","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=8217 Ack=513 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"795","29.224505","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=9617 Ack=513 Win=64512 Len=1400 [TCP segment of a reassembled PDU]"
"796","29.224505","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1295","Application Data"
"797","29.224609","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=513 Ack=12238 Win=131584 Len=0"
"798","29.232855","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","252","Application Data"
"799","29.235242","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","74","443  >  59823 [ACK] Seq=12238 Ack=691 Win=64384 Len=0"
"800","29.235381","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=12238 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"801","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=13638 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"802","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=15038 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"803","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=16438 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"804","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=17838 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"805","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=19238 Ack=691 Win=64384 Len=1400 [TCP segment of a reassembled PDU]"
"806","29.236592","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1313","Application Data"
"807","29.236668","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=691 Ack=21877 Win=131584 Len=0"
"808","29.243751","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","253","Application Data"
"809","29.247740","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=21877 Ack=870 Win=64256 Len=1400 [TCP segment of a reassembled PDU]"
"810","29.247740","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=23277 Ack=870 Win=64256 Len=1400 [TCP segment of a reassembled PDU]"
"811","29.247785","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=870 Ack=24677 Win=131584 Len=0"
"812","29.248741","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=24677 Ack=870 Win=64256 Len=1400 [TCP segment of a reassembled PDU]"
"813","29.248741","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=26077 Ack=870 Win=64256 Len=1400 [TCP segment of a reassembled PDU]"
"814","29.248741","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=27477 Ack=870 Win=64256 Len=1400 [TCP segment of a reassembled PDU]"
"815","29.248741","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1130","Application Data"
"816","29.248805","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=870 Ack=29933 Win=131584 Len=0"
"817","29.278666","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","252","Application Data"
"818","29.281287","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=29933 Ack=1048 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"819","29.281352","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","733","Application Data"
"820","29.281374","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=1048 Ack=31992 Win=131584 Len=0"
"821","29.328252","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","261","Application Data"
"822","29.331022","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=31992 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"823","29.331419","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=33392 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"824","29.331419","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=34792 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"825","29.331460","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=1235 Ack=36192 Win=131584 Len=0"
"826","29.333227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=36192 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"827","29.333227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=37592 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"828","29.333227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TCP","1474","443  >  59823 [ACK] Seq=38992 Ack=1235 Win=64128 Len=1400 [TCP segment of a reassembled PDU]"
"829","29.333227","2001:40a8:4400:4::d4c7:ca6a","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","TLSv1.2","1066","Application Data"
"830","29.333282","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TCP","74","59823  >  443 [ACK] Seq=1235 Ack=41384 Win=131584 Len=0"
"831","29.416187","2a0d:6fc2:5560:c200:2108:9467:c6c8:5a90","2001:40a8:4400:4::d4c7:ca6a","TLSv1.2","255","Application Data"
