"No.","Time","Source","Destination","Protocol","Length","Info"
"1740","6.552300","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"1749","6.597299","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=179 Ack=182 Win=511 Len=0"
"1776","6.694693","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"1783","6.699540","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=323 Ack=933 Win=7 Len=0"
"1850","6.993564","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"1851","6.997218","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=323 Ack=1023 Win=7 Len=0"
"2692","10.173786","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=179 Ack=182 Win=511 Len=1392 [TCP segment of a reassembled PDU]"
"2693","10.173786","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=1571 Ack=182 Win=511 Len=1392 [TCP segment of a reassembled PDU]"
"2694","10.173786","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=2963 Ack=182 Win=511 Len=1392 [TCP segment of a reassembled PDU]"
"2695","10.173786","10.100.102.58","157.240.195.56","TLSv1.2","757","Application Data"
"2715","10.263964","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=182 Ack=2963 Win=2190 Len=0"
"2716","10.263964","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=182 Ack=5058 Win=2206 Len=0"
"2723","10.269908","13.107.42.14","10.100.102.58","TLSv1.2","100","Application Data"
"2725","10.273689","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"2726","10.273746","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"2729","10.280658","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=47 Ack=85 Win=16385 Len=0"
"2765","10.399117","157.240.195.56","10.100.102.58","TLSv1.2","168","Application Data"
"2774","10.446785","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=5058 Ack=296 Win=511 Len=0"
"2797","10.524778","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"2799","10.529306","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=323 Ack=1084 Win=7 Len=0"
"2803","10.533311","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"2806","10.534339","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"2808","10.548351","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"2817","10.576589","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1084 Ack=380 Win=510 Len=0"
"2820","10.595559","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=184 Ack=172 Win=510 Len=0"
"2878","10.693685","157.240.195.56","10.100.102.58","TLSv1.2","152","Application Data"
"2880","10.695655","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"2899","10.716853","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"2900","10.719552","157.240.195.56","10.100.102.58","TLSv1.2","151","Application Data"
"2901","10.719595","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=5154 Ack=591 Win=515 Len=0"
"2902","10.720928","10.100.102.58","157.240.195.56","TLSv1.2","152","Application Data"
"2903","10.726181","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"2927","10.767685","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=591 Ack=5154 Win=2206 Len=0"
"2944","10.789119","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=591 Ack=5252 Win=2206 Len=0"
"2953","10.804192","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=591 Ack=5348 Win=2206 Len=0"
"3663","12.856273","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"3673","12.898720","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1084 Ack=484 Win=510 Len=0"
"4012","14.516940","10.100.102.58","144.2.15.25","TCP","55","58363  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"4051","14.700383","144.2.15.25","10.100.102.58","TCP","66","443  >  58363 [ACK] Seq=1 Ack=2 Win=822 Len=0 SLE=1 SRE=2"
"4065","14.785366","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"4075","14.832725","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1084 Ack=588 Win=510 Len=0"
"4145","15.188994","10.100.102.58","108.174.10.20","TCP","55","58370  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"4173","15.347555","10.100.102.58","172.217.22.37","TCP","55","58206  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1 [TCP segment of a reassembled PDU]"
"4175","15.351622","108.174.10.20","10.100.102.58","TCP","66","443  >  58370 [ACK] Seq=1 Ack=2 Win=822 Len=0 SLE=1 SRE=2"
"4177","15.356674","172.217.22.37","10.100.102.58","TCP","66","443  >  58206 [ACK] Seq=1 Ack=2 Win=615 Len=0 SLE=1 SRE=2"
"4204","15.513670","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"4210","15.534575","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"4211","15.535051","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"4213","15.544442","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"4219","15.582408","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1145 Ack=645 Win=509 Len=0"
"4221","15.590545","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=245 Ack=229 Win=510 Len=0"
"4920","19.461149","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"4933","19.507132","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1145 Ack=749 Win=509 Len=0"
"4995","19.764682","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"5005","19.806864","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1145 Ack=853 Win=509 Len=0"
"5206","20.513244","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"5208","20.522246","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"5213","20.537125","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"5215","20.546704","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"5221","20.568839","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1206 Ack=910 Win=508 Len=0"
"5226","20.596681","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=306 Ack=286 Win=510 Len=0"
"5529","21.449829","157.240.195.56","10.100.102.58","TLSv1.2","142","Application Data"
"5532","21.454267","10.100.102.58","157.240.195.56","TLSv1.2","126","Application Data"
"5569","21.535249","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=679 Ack=5420 Win=2206 Len=0"
"5648","21.671645","157.240.195.56","10.100.102.58","TLSv1.2","543","[TCP Previous segment not captured] , Ignored Unknown Record"
"5649","21.671645","157.240.195.56","10.100.102.58","TCP","1078","[TCP Out-Of-Order] 443  >  58100 [ACK] Seq=679 Ack=5420 Win=2206 Len=1024"
"5650","21.671645","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [ACK] Seq=2192 Ack=5420 Win=2206 Len=1024 [TCP segment of a reassembled PDU]"
"5651","21.671645","157.240.195.56","10.100.102.58","TCP","1078","443  >  58100 [PSH, ACK] Seq=3216 Ack=5420 Win=2206 Len=1024 [TCP segment of a reassembled PDU]"
"5652","21.671645","157.240.195.56","10.100.102.58","TLSv1.2","891","Application Data, Application Data"
"5653","21.671753","10.100.102.58","157.240.195.56","TCP","66","[TCP Dup ACK 5532#1] 58100  >  443 [ACK] Seq=5420 Ack=679 Win=515 Len=0 SLE=1703 SRE=2192"
"5654","21.671853","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=5420 Ack=2192 Win=516 Len=0"
"5655","21.671894","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=5420 Ack=5077 Win=516 Len=0"
"5731","21.791499","10.100.102.58","157.240.195.56","TLSv1.2","148","Application Data"
"5764","21.850102","10.100.102.58","157.240.195.56","TLSv1.2","160","Application Data"
"5767","21.867375","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5077 Ack=5514 Win=2206 Len=0"
"5801","21.918411","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5077 Ack=5620 Win=2206 Len=0"
"5852","22.022166","157.240.195.56","10.100.102.58","TLSv1.2","147","Application Data"
"5875","22.062810","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=5620 Ack=5170 Win=516 Len=0"
"6090","22.538271","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"6093","22.540921","10.100.102.58","157.240.195.56","TLSv1.2","153","Application Data"
"6095","22.554470","10.100.102.58","199.232.82.208","TCP","55","58252  >  443 [ACK] Seq=1 Ack=1 Win=3586 Len=1 [TCP segment of a reassembled PDU]"
"6109","22.594570","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"6123","22.616173","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5270 Ack=5719 Win=2206 Len=0"
"6124","22.616173","199.232.82.208","10.100.102.58","TCP","66","443  >  58252 [ACK] Seq=1 Ack=2 Win=291 Len=0 SLE=1 SRE=2"
"6141","22.646951","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1206 Ack=1014 Win=514 Len=0"
"6214","22.833504","10.100.102.58","162.159.136.234","TLSv1.2","97","Application Data"
"6216","22.837287","162.159.136.234","10.100.102.58","TCP","60","443  >  58134 [ACK] Seq=1 Ack=44 Win=7 Len=0"
"6292","22.985963","162.159.136.234","10.100.102.58","TLSv1.2","86","Application Data"
"6333","23.032967","10.100.102.58","162.159.136.234","TCP","54","58134  >  443 [ACK] Seq=44 Ack=33 Win=513 Len=0"
"6426","23.153361","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"6450","23.195497","10.100.102.58","162.159.128.235","TLSv1.2","144","Application Data"
"6451","23.201963","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=1014 Ack=1296 Win=8 Len=0"
"6463","23.212266","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=1014 Ack=1386 Win=7 Len=0"
"6574","23.395956","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"6609","23.446471","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1386 Ack=1118 Win=513 Len=0"
"6960","24.124839","10.100.102.58","34.84.0.87","TCP","55","58239  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"6972","24.158211","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"6997","24.202553","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1386 Ack=1222 Win=513 Len=0"
"7094","24.377722","34.84.0.87","10.100.102.58","TCP","66","443  >  58239 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"7124","24.447558","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"7148","24.488614","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1386 Ack=1326 Win=512 Len=0"
"7458","25.270125","13.107.42.14","10.100.102.58","TLSv1.2","100","Application Data"
"7462","25.273485","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"7463","25.273544","10.100.102.58","13.107.42.14","TLSv1.2","96","Application Data"
"7464","25.279490","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=93 Ack=169 Win=16385 Len=0"
"7544","25.511814","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"7549","25.516716","162.159.128.235","10.100.102.58","TCP","60","443  >  58168 [ACK] Seq=1326 Ack=1447 Win=7 Len=0"
"7550","25.522967","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"7559","25.535991","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"7563","25.545426","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"7570","25.570542","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1447 Ack=1383 Win=512 Len=0"
"7579","25.594978","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=367 Ack=343 Win=510 Len=0"
"8180","27.473907","13.107.42.12","10.100.102.58","TCP","60","443  >  58374 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"8504","28.422886","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"8527","28.467335","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1447 Ack=1487 Win=512 Len=0"
"8775","29.171734","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"8794","29.217076","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1447 Ack=1591 Win=511 Len=0"
"8838","29.343691","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"8854","29.390860","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1447 Ack=1695 Win=511 Len=0"
"9117","30.073055","10.100.102.58","13.107.42.14","TCP","1494","58207  >  443 [ACK] Seq=169 Ack=93 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"9118","30.073055","10.100.102.58","13.107.42.14","TCP","1494","58207  >  443 [ACK] Seq=1609 Ack=93 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"9119","30.073055","10.100.102.58","13.107.42.14","TCP","1494","58207  >  443 [ACK] Seq=3049 Ack=93 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"9120","30.073055","10.100.102.58","13.107.42.14","TLSv1.2","361","Application Data"
"9121","30.073161","10.100.102.58","13.107.42.14","TLSv1.2","422","Application Data"
"9126","30.078658","13.107.42.14","10.100.102.58","TCP","60","443  >  58207 [ACK] Seq=93 Ack=5164 Win=16386 Len=0"
"9127","30.080247","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"9143","30.126611","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1447 Ack=1799 Win=510 Len=0"
"9213","30.235328","13.107.42.14","10.100.102.58","TLSv1.2","927","[TCP Previous segment not captured] , Ignored Unknown Record"
"9214","30.235328","13.107.42.14","10.100.102.58","TCP","1506","[TCP Out-Of-Order] 443  >  58207 [ACK] Seq=93 Ack=5164 Win=16386 Len=1452"
"9216","30.235378","10.100.102.58","13.107.42.14","TCP","66","[TCP Dup ACK 7462#1] 58207  >  443 [ACK] Seq=5164 Ack=93 Win=514 Len=0 SLE=1545 SRE=2418"
"9217","30.235429","10.100.102.58","13.107.42.14","TCP","54","58207  >  443 [ACK] Seq=5164 Ack=2418 Win=517 Len=0"
"9281","30.409490","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=5719 Ack=5270 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"9282","30.409490","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=7111 Ack=5270 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"9283","30.409490","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=8503 Ack=5270 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"9284","30.409490","10.100.102.58","157.240.195.56","TLSv1.2","773","Application Data"
"9308","30.484107","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5270 Ack=7111 Win=2217 Len=0"
"9309","30.484107","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5270 Ack=9895 Win=2239 Len=0"
"9310","30.484107","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5270 Ack=10614 Win=2250 Len=0"
"9318","30.513180","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"9320","30.528928","162.159.128.235","10.100.102.58","TLSv1.2","111","Application Data"
"9326","30.537159","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"9330","30.551231","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
"9340","30.577132","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1508 Ack=1856 Win=510 Len=0"
"9345","30.595435","10.100.102.58","162.159.130.235","TCP","54","58169  >  443 [ACK] Seq=428 Ack=400 Win=510 Len=0"
"9358","30.635530","157.240.195.56","10.100.102.58","TLSv1.2","168","Application Data"
"9370","30.676917","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=10614 Ack=5384 Win=515 Len=0"
"9434","30.891988","157.240.195.56","10.100.102.58","TLSv1.2","134","Application Data"
"9454","30.928562","157.240.195.56","10.100.102.58","TLSv1.2","152","Application Data"
"9455","30.928602","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=10614 Ack=5562 Win=514 Len=0"
"9456","30.931652","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"9466","30.943278","157.240.195.56","10.100.102.58","TLSv1.2","154","Application Data"
"9473","30.949086","10.100.102.58","157.240.195.56","TLSv1.2","152","Application Data"
"9495","30.999501","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5662 Ack=10710 Win=2250 Len=0"
"9513","31.020068","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5662 Ack=10808 Win=2250 Len=0"
"9562","31.129562","157.240.195.56","10.100.102.58","TLSv1.2","151","Application Data"
"9563","31.132143","10.100.102.58","157.240.195.56","TLSv1.2","150","Application Data"
"9601","31.201987","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5759 Ack=10904 Win=2250 Len=0"
"9757","31.553066","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"9777","31.600676","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1508 Ack=1960 Win=510 Len=0"
"9861","31.815708","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=10904 Ack=5759 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"9862","31.815708","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=12296 Ack=5759 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"9863","31.815708","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=13688 Ack=5759 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"9864","31.815708","10.100.102.58","157.240.195.56","TCP","1446","58100  >  443 [ACK] Seq=15080 Ack=5759 Win=513 Len=1392 [TCP segment of a reassembled PDU]"
"9865","31.815708","10.100.102.58","157.240.195.56","TLSv1.2","709","Application Data"
"9903","31.853379","10.100.102.58","157.240.195.56","TCP","66","58389  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9924","31.891765","157.240.195.56","10.100.102.58","TCP","60","443  >  58100 [ACK] Seq=5759 Ack=17127 Win=2298 Len=0"
"9939","31.920102","157.240.195.56","10.100.102.58","TCP","66","443  >  58389 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1392 SACK_PERM WS=256"
"9940","31.920178","10.100.102.58","157.240.195.56","TCP","54","58389  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"9941","31.920467","10.100.102.58","157.240.195.56","TLSv1.3","571","Client Hello"
"9959","31.986649","157.240.195.56","10.100.102.58","TCP","60","443  >  58389 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"9960","31.987455","157.240.195.56","10.100.102.58","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"9961","31.988079","10.100.102.58","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"9962","31.988377","10.100.102.58","157.240.195.56","TLSv1.3","152","Application Data"
"9963","31.989108","10.100.102.58","157.240.195.56","TLSv1.3","523","Application Data"
"9964","31.989299","10.100.102.58","157.240.195.56","TLSv1.3","967","Application Data"
"9965","31.989506","10.100.102.58","157.240.195.56","TLSv1.3","177","Application Data"
"9966","31.989593","10.100.102.58","157.240.195.56","TLSv1.3","967","Application Data"
"9967","31.992103","157.240.195.56","10.100.102.58","TLSv1.2","118","Application Data"
"9984","32.036922","10.100.102.58","157.240.195.56","TCP","54","58100  >  443 [ACK] Seq=17127 Ack=5823 Win=513 Len=0"
"9990","32.061426","157.240.195.56","10.100.102.58","TCP","60","443  >  58389 [ACK] Seq=213 Ack=680 Win=66816 Len=0"
"9991","32.061426","157.240.195.56","10.100.102.58","TLSv1.3","225","Application Data"
"9992","32.061426","157.240.195.56","10.100.102.58","TLSv1.3","128","Application Data"
"9993","32.061426","157.240.195.56","10.100.102.58","TLSv1.3","85","Application Data"
"9994","32.061426","157.240.195.56","10.100.102.58","TCP","60","443  >  58389 [ACK] Seq=489 Ack=2062 Win=69632 Len=0"
"9995","32.061426","157.240.195.56","10.100.102.58","TCP","60","443  >  58389 [ACK] Seq=489 Ack=3098 Win=71424 Len=0"
"9996","32.061426","157.240.195.56","10.100.102.58","TLSv1.3","102","Application Data"
"9997","32.061543","10.100.102.58","157.240.195.56","TCP","54","58389  >  443 [ACK] Seq=3098 Ack=537 Win=131584 Len=0"
"9998","32.061757","10.100.102.58","157.240.195.56","TLSv1.3","85","Application Data"
"10017","32.098407","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"10018","32.098856","157.240.195.56","10.100.102.58","TLSv1.3","543","Application Data"
"10041","32.147020","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1508 Ack=2064 Win=509 Len=0"
"10042","32.147096","10.100.102.58","157.240.195.56","TCP","54","58389  >  443 [ACK] Seq=3129 Ack=1026 Win=131072 Len=0"
"10054","32.170156","157.240.195.56","10.100.102.58","TCP","60","443  >  58389 [ACK] Seq=1026 Ack=3129 Win=71424 Len=0"
"10099","32.304044","157.240.195.56","10.100.102.58","TLSv1.3","260","Application Data"
"10108","32.346441","10.100.102.58","157.240.195.56","TCP","54","58389  >  443 [ACK] Seq=3129 Ack=1232 Win=130816 Len=0"
"10330","33.041466","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"10346","33.092482","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1508 Ack=2168 Win=509 Len=0"
"10631","34.159311","162.159.128.235","10.100.102.58","TLSv1.2","158","Application Data"
"10642","34.207111","10.100.102.58","162.159.128.235","TCP","54","58168  >  443 [ACK] Seq=1508 Ack=2272 Win=509 Len=0"
"10657","34.264215","184.30.25.86","10.100.102.58","TLSv1.2","85","Encrypted Alert"
"10658","34.264215","184.30.25.86","10.100.102.58","TCP","60","443  >  58275 [FIN, ACK] Seq=32 Ack=1 Win=501 Len=0"
"10659","34.264303","10.100.102.58","184.30.25.86","TCP","54","58275  >  443 [ACK] Seq=1 Ack=33 Win=1021 Len=0"
"10919","35.517287","10.100.102.58","162.159.128.235","TLSv1.2","115","Application Data"
"10924","35.533369","10.100.102.58","162.159.130.235","TLSv1.2","115","Application Data"
"10925","35.540803","162.159.130.235","10.100.102.58","TLSv1.2","111","Application Data"
